Gen	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	t_n60	t_n61	t_n62	t_n63	t_n64	t_n65	t_n66	t_n67	t_n68	t_n69	t_n70	t_n71	t_n72	t_n73	t_n74	t_n75	t_n76	t_n77	t_n78	t_n79	t_n80	t_n81	t_n82	t_n83	t_n84	t_n85	t_n86	t_n87	t_n88	t_n89	t_n90	t_n91	t_n92	t_n93	t_n94	t_n95	t_n96	t_n97	t_n98	t_n99	t_n100	t_n101	t_n102	t_n103	t_n104	t_n105	mu1	mu2	mu3	mu4	mu5	sigma2_1	sigma2_2	sigma2_3	sigma2_4	sigma2_5	lnL
15300	0.9495974	0.9264671	0.9160034	0.5797094	0.0407097	0.0393956	0.9038017	0.8217129	0.6114144	0.4849882	0.8979677	0.4118367	0.2008300	0.1452169	0.0044687	0.3198235	0.0744061	0.2649476	0.1931259	0.1621664	0.1424389	0.1009069	0.0670069	0.7667597	0.7601531	0.6034000	0.4500497	0.4027936	0.2504771	0.1270441	0.0567305	0.2699241	0.1563430	0.5122324	0.2677137	0.1839809	0.2274552	0.5427667	0.4509362	0.3461617	0.1583275	0.0135522	0.0053872	0.1925850	0.0811009	0.8095859	0.4981631	0.4239997	0.1613475	0.0427887	0.0237354	0.2842056	0.1453279	0.1766532	0.5657676	0.4756588	0.0397253	0.3588099	0.8860722	0.5166477	0.1156799	0.1851740	-577.264
15306	0.9578430	0.9359820	0.9154666	0.5791252	0.0511471	0.0493196	0.9065359	0.7157012	0.6595818	0.3498553	0.8581894	0.3870993	0.2014030	0.1671229	0.0044814	0.3145285	0.0625917	0.2701798	0.2214825	0.1322629	0.1149380	0.0723397	0.0224676	0.7482503	0.7309740	0.5200219	0.4749893	0.4626800	0.3758180	0.1913448	0.0630451	0.3962358	0.0675046	0.4464327	0.3462595	0.1617943	0.1365780	0.5604675	0.4364612	0.2314976	0.1587792	0.0145005	0.0083535	0.1306160	0.0625801	0.7350555	0.6068806	0.2968075	0.1485911	0.0341419	0.0110013	0.2428752	0.1531984	0.1346061	0.5168165	0.5510930	0.0419938	0.3588099	0.5963311	0.9182683	0.0971272	0.2415396	-636.057
15312	1.0012048	0.9464196	0.8859010	0.5845839	0.0541176	0.0423507	0.8713739	0.8238865	0.6819983	0.3496697	0.8642768	0.5307138	0.2147284	0.1264927	0.0045433	0.4009055	0.0825212	0.2501193	0.1840349	0.1703933	0.1089021	0.0481591	0.0302616	0.7585862	0.7252078	0.4418596	0.4218021	0.3974593	0.2413429	0.0682143	0.0438219	0.4081722	0.0709811	0.5305627	0.1589137	0.1078955	0.1384646	0.4798994	0.4650431	0.2046033	0.1033426	0.0137543	0.0078800	0.1518280	0.1067993	0.6987769	0.5427942	0.4295201	0.1506437	0.0346135	0.0061518	0.4033787	0.1380864	0.1327720	0.6145121	0.4826748	0.0378978	0.3588099	0.6706914	0.6680623	0.0971272	0.2415396	-668.419
15318	0.9498186	0.9446749	0.9040601	0.5776116	0.0511693	0.0351176	0.8709436	0.7642709	0.6060013	0.3652501	0.8289638	0.4726005	0.2362570	0.1113715	0.0031103	0.3978700	0.0715584	0.2320537	0.1637080	0.1349051	0.0875571	0.0544961	0.0265477	0.7479802	0.6784722	0.5463875	0.5247335	0.4614747	0.2645117	0.0604260	0.0592715	0.4145278	0.1151938	0.5428448	0.3597997	0.2923924	0.2259983	0.5116629	0.4550995	0.2066682	0.1011330	0.0293435	0.0025071	0.1485816	0.1058402	0.5913459	0.5002664	0.3884943	0.1019626	0.0955691	0.0023356	0.3241664	0.1411035	0.1359547	0.6279388	0.5050270	0.0450519	0.3892008	0.6531611	0.8976837	0.0971272	0.2629716	-669.797
15324	0.9529341	0.9406616	0.9113379	0.5794949	0.0576112	0.0282148	0.8844424	0.7366700	0.6585218	0.4126950	0.8477529	0.4727913	0.2813047	0.1550832	0.0004683	0.4207994	0.0792412	0.3938977	0.1683489	0.1408943	0.0912163	0.0357306	0.0826302	0.7504190	0.7125412	0.5842110	0.5157512	0.3763713	0.2260418	0.0427437	0.0381397	0.3189365	0.0825394	0.5446148	0.3275630	0.2479193	0.2071100	0.4982150	0.3590438	0.2114793	0.0753041	0.0448545	0.0067532	0.1422388	0.1262705	0.6444506	0.4459630	0.3292845	0.0932831	0.0399786	0.0054801	0.3282582	0.1406449	0.1281079	0.4854705	0.5033857	0.0393809	0.3841996	0.6048031	0.8310769	0.0935703	0.1915754	-607.054
15330	0.9401693	0.9214654	0.9142419	0.5787903	0.0443376	0.0144154	0.8964584	0.7860041	0.6766967	0.5285714	0.8823458	0.4319083	0.1888803	0.1543573	0.0050899	0.2920069	0.1051911	0.2045203	0.1791199	0.1286476	0.0921779	0.0442757	0.0057716	0.7757362	0.7481753	0.6533617	0.6158448	0.5957131	0.2545053	0.0953873	0.0229295	0.4074829	0.0863971	0.5446148	0.3844182	0.2479193	0.2071100	0.4306622	0.3711695	0.1935520	0.1392395	0.0104208	0.0035783	0.1422388	0.0628424	0.7603251	0.6128268	0.3299681	0.0932831	0.0171036	0.0045515	0.2478870	0.1162022	0.1583955	0.5571499	0.4775328	0.0359512	0.2771892	0.6485375	0.9352149	0.0922378	0.2394556	-676.489
15336	0.9645328	0.9494045	0.9084193	0.5776265	0.0393272	0.0245053	0.9051008	0.8865641	0.6756701	0.4046912	0.8736849	0.4310399	0.2701024	0.2063355	0.0061753	0.3234502	0.0697076	0.2624542	0.1737012	0.1297509	0.1144266	0.0601971	0.0055635	0.7662094	0.7654425	0.6195317	0.6103990	0.4699374	0.4424804	0.1200297	0.0904036	0.4561177	0.0215888	0.4486681	0.3827845	0.2474208	0.2066936	0.6607936	0.4357999	0.3542814	0.1645720	0.0458102	0.0365430	0.2302103	0.0935366	0.5999367	0.5510093	0.3324561	0.0930955	0.0419072	0.0057390	0.1720281	0.1236381	0.1587147	0.6971683	0.5144503	0.0392592	0.2631311	0.7098513	1.1274700	0.1349225	0.2073153	-627.747
15342	0.9915845	0.9884029	0.9649315	0.5803755	0.0393819	0.0309938	0.9432861	0.9002286	0.6666679	0.4739607	0.9178464	0.4316400	0.2583825	0.1370393	0.0016887	0.3119338	0.0682879	0.2813784	0.1704543	0.1490837	0.0798826	0.0519679	0.0166915	0.7672761	0.7533109	0.6758241	0.5317338	0.3936340	0.2496195	0.1787742	0.1780688	0.2990935	0.0305862	0.4572258	0.3443254	0.0313448	0.2001601	0.5767262	0.4603695	0.3111738	0.0820296	0.0351392	0.0098529	0.1628675	0.0774997	0.7003139	0.6723717	0.4862020	0.1862896	0.0979034	0.0070599	0.2630919	0.1096544	0.1695434	0.5832150	0.5542226	0.0448587	0.2887724	0.6088292	0.7926140	0.2347796	0.2073153	-682.637
15348	0.9947477	0.9518970	0.9367107	0.5786687	0.0418360	0.0283914	0.9189267	0.8950462	0.6666679	0.4739607	0.9178464	0.4451762	0.2583825	0.0568533	0.0087170	0.3403762	0.0648813	0.3296006	0.1880558	0.1740756	0.1319620	0.0846713	0.0175004	0.7878145	0.7533109	0.5885512	0.5758059	0.4488080	0.2950839	0.1701679	0.1151826	0.5600424	0.0944788	0.5153076	0.2762058	0.1218502	0.1541421	0.4344494	0.3950369	0.3179109	0.1971565	0.0328689	0.0082963	0.1082462	0.0762444	0.5666083	0.4650268	0.3077694	0.1422424	0.0603039	0.0051673	0.2842720	0.1021507	0.1495399	0.5548432	0.5592907	0.0470941	0.2306933	0.6450765	0.6116020	0.1557155	0.2073153	-641.745
15354	0.9873469	0.9748352	0.9711289	0.5857041	0.0399494	0.0276845	0.9412392	0.7394667	0.5565550	0.5196358	0.9121158	0.4483848	0.2065829	0.1144517	0.0043318	0.3466675	0.0941624	0.2827556	0.1717685	0.1591047	0.1219624	0.0745859	0.0129852	0.7736381	0.7587403	0.6330485	0.5417267	0.4419373	0.2164809	0.1483818	0.1427846	0.4531160	0.3010699	0.5381120	0.4003203	0.1850165	0.1162674	0.4486567	0.4104379	0.2840914	0.1201409	0.0352977	0.0223427	0.1167193	0.0360359	0.7717514	0.5297536	0.3968833	0.1072464	0.0264412	0.0194950	0.3242628	0.0987373	0.1752737	0.5115664	0.5677845	0.0407925	0.2171978	0.5034064	0.4053956	0.1110135	0.2288914	-642.556
15360	0.9877406	0.9513240	0.9277100	0.5808831	0.0400938	0.0293695	0.9219766	0.7613926	0.6336592	0.4483667	0.9166584	0.3802072	0.2277475	0.0990641	0.0003986	0.3620359	0.1067261	0.2589082	0.1875416	0.1422558	0.1208032	0.0749574	0.0237165	0.7659602	0.6978988	0.5932112	0.5450055	0.4842528	0.3979835	0.2841598	0.2588764	0.3450519	0.2815364	0.5407920	0.3163100	0.1330102	0.1168464	0.4319772	0.3710502	0.3180093	0.1434261	0.0873731	0.0167880	0.1311199	0.0863699	0.8547318	0.6872070	0.3813121	0.1326105	0.0991324	0.0032000	0.3421106	0.1145092	0.2292327	0.5090312	0.5134099	0.0454834	0.2051323	0.4108499	0.4345951	0.0770095	0.3344035	-653.706
15366	0.9825614	0.9749990	0.9496780	0.5894956	0.0291341	0.0234747	0.9060461	0.7299315	0.6366576	0.5029170	0.8534220	0.4115780	0.2432502	0.1187123	0.0003368	0.3446842	0.0709665	0.2584109	0.1774911	0.1529901	0.1213748	0.0591253	0.0184426	0.7695846	0.6956624	0.5295427	0.5025389	0.4637808	0.3060541	0.1156009	0.1010993	0.2753047	0.0987612	0.4552922	0.2721856	0.1174517	0.1173993	0.3912690	0.3573476	0.2041853	0.0817825	0.0470941	0.0244364	0.1212838	0.0911487	0.7220916	0.4402432	0.3584955	0.1173059	0.0996015	0.0032151	0.1835063	0.1234659	0.2281531	0.5066339	0.5163908	0.0449485	0.2642476	0.4108499	0.4345951	0.0770095	0.3344035	-693.328
15372	0.9436688	0.9382191	0.9334447	0.5768819	0.0270518	0.0161271	0.9189936	0.8162189	0.6981516	0.4343683	0.8587238	0.3954947	0.2394265	0.1884309	0.0004040	0.3154474	0.0735275	0.2653910	0.1819314	0.1666767	0.1064732	0.0418863	0.0314870	0.7253185	0.6546843	0.5429892	0.4919398	0.4090810	0.3143106	0.1575585	0.0508348	0.3136552	0.0972087	0.4481352	0.3373232	0.1438986	0.1068019	0.4053999	0.3412673	0.2689323	0.1150535	0.0124168	0.0036592	0.1270058	0.0190730	0.5201173	0.4333229	0.3182375	0.1644937	0.1028514	0.0022418	0.2434701	0.1323623	0.1956693	0.5147251	0.5246378	0.0386287	0.2032802	0.3363526	0.4712765	0.0728263	0.3124119	-651.428
15378	0.9696971	0.9672308	0.9588481	0.5779650	0.0298335	0.0133101	0.9462046	0.8315857	0.7069423	0.3529314	0.8804282	0.3773913	0.2442901	0.1884309	0.0007323	0.3132160	0.0523670	0.2563762	0.2355885	0.1373762	0.1280570	0.0620518	0.0337593	0.7330074	0.6705225	0.5896381	0.5413347	0.3920661	0.3473374	0.1883453	0.1799295	0.1362349	0.0459725	0.3503511	0.2522335	0.1438986	0.1290587	0.3833690	0.3461289	0.2369538	0.1750762	0.0356489	0.0165617	0.1270058	0.0580971	0.5237743	0.4333229	0.3632301	0.2045118	0.1028514	0.0111046	0.2328788	0.1496405	0.1924550	0.4632891	0.5725722	0.0378558	0.2032802	0.2530832	0.4601794	0.0859709	0.2539199	-686.579
15384	0.9655793	0.9555162	0.9109072	0.5793004	0.0334255	0.0263803	0.8812920	0.7827069	0.6964542	0.4877309	0.8386233	0.4356870	0.2457788	0.1392777	0.0012811	0.3045087	0.0599733	0.2457681	0.2039857	0.1629865	0.1160294	0.0617883	0.0257459	0.7298946	0.6563549	0.5761858	0.4899178	0.4705379	0.2477488	0.1989769	0.1390732	0.2378492	0.0692936	0.4116997	0.2522561	0.0548692	0.2246512	0.3817410	0.3367421	0.2566672	0.1338432	0.0564794	0.0164914	0.0952710	0.0884756	0.6420646	0.5088681	0.3599753	0.1380842	0.0439977	0.0167046	0.2215981	0.1354276	0.1909646	0.4028846	0.6237525	0.0413893	0.2696695	0.2358537	0.5143458	0.0859709	0.2120398	-601.242
15390	1.0402459	0.9885835	0.9167679	0.5799005	0.0584975	0.0412342	0.8955941	0.7890124	0.6984370	0.4900509	0.8611361	0.4113152	0.1967265	0.0864753	0.0017785	0.2806321	0.0308914	0.2539264	0.2092497	0.1743014	0.1544676	0.0838321	0.0246649	0.7513466	0.6888881	0.5074593	0.4492583	0.4143030	0.2262096	0.1452377	0.1209252	0.3214370	0.2043243	0.4621071	0.1453051	0.0663009	0.2443839	0.3513451	0.3016643	0.2895640	0.1945441	0.0607136	0.0158564	0.1221022	0.0888965	0.7353689	0.5764797	0.3616876	0.0789585	0.0582458	0.0146633	0.3171015	0.1347864	0.1900605	0.5060462	0.5682684	0.0453587	0.2944943	0.2992087	0.6213488	0.0911206	0.1601020	-644.284
15396	1.0529878	0.9526353	0.8960326	0.5771002	0.0525014	0.0417811	0.8725704	0.8075461	0.7093462	0.3550248	0.8607513	0.4177397	0.1957088	0.1230487	0.0022602	0.3055031	0.0411676	0.2924537	0.2258942	0.1734355	0.1575432	0.0958702	0.0270439	0.7654809	0.7293989	0.5874123	0.5604851	0.4918481	0.3104539	0.1636613	0.1225494	0.3896302	0.2155490	0.5366562	0.2276899	0.1200253	0.1046284	0.3568329	0.3262537	0.1561017	0.0762267	0.0358368	0.0149656	0.1157638	0.1123972	0.6281266	0.4635720	0.4048962	0.0801918	0.0288302	0.0148923	0.2416902	0.1171575	0.1871375	0.5045631	0.5595289	0.0403366	0.3393226	0.3461740	0.6409559	0.0964683	0.1708689	-631.338
15402	0.9849512	0.9838251	0.9358329	0.5795611	0.0529992	0.0421772	0.9194887	0.7539297	0.6658678	0.4975601	0.8907546	0.4217003	0.1463223	0.0824792	0.0040988	0.3746179	0.0974234	0.3491985	0.2584768	0.2050842	0.1369387	0.0652359	0.0099181	0.7488267	0.7130504	0.5399172	0.5262175	0.3425262	0.2456575	0.1000805	0.0630489	0.3933242	0.0961446	0.5417442	0.2740793	0.0972274	0.3065619	0.4811084	0.3638317	0.2446812	0.1501885	0.0355460	0.0316548	0.1079688	0.0727891	0.5226977	0.4679671	0.2815674	0.1360880	0.0623322	0.0112679	0.2590196	0.1160572	0.1563760	0.5915151	0.5654923	0.0382936	0.4570778	0.1862721	0.6843808	0.0809128	0.2020358	-682.969
15408	0.9861376	0.9788659	0.9729864	0.5764753	0.0700081	0.0603325	0.9034427	0.9030990	0.7665994	0.4014416	0.8842663	0.4448868	0.1933956	0.1101690	0.0040770	0.4147358	0.0476098	0.3401551	0.1840219	0.1363775	0.1144236	0.0449160	0.0206816	0.7448397	0.7092538	0.5603851	0.4977058	0.3118536	0.2111421	0.1352928	0.0385619	0.3285964	0.0956327	0.5388597	0.2822179	0.2660549	0.2570973	0.3740681	0.3628885	0.2548155	0.0797864	0.0374551	0.0147518	0.1605089	0.0698032	0.5199146	0.2677307	0.3545406	0.1353634	0.0697602	0.0130634	0.2691451	0.1218745	0.1572130	0.6147059	0.5685194	0.0350616	0.5169959	0.2205412	0.8327269	0.0807216	0.1372494	-633.193
15414	0.9850163	0.9459116	0.9202551	0.5803539	0.0700081	0.0571312	0.9051435	0.8741763	0.8239884	0.4014416	0.8582146	0.4648084	0.1457390	0.0464772	0.0060120	0.4215739	0.0848016	0.4064058	0.2379187	0.1482651	0.1110423	0.0706830	0.0117427	0.7363218	0.7092538	0.5611504	0.5286652	0.4393751	0.2539510	0.1345396	0.1039561	0.2400221	0.0948749	0.5388597	0.2822179	0.1661142	0.2026723	0.3740681	0.3471354	0.2954378	0.1593399	0.0133400	0.0001816	0.1935442	0.1216972	0.6391744	0.2934667	0.2606091	0.0662213	0.0215560	0.0186293	0.2583138	0.1550025	0.1572130	0.5491971	0.5685194	0.0395786	0.3944058	0.1438991	0.8250512	0.0670760	0.1372494	-654.561
15420	0.9810035	0.9664264	0.9364104	0.5779896	0.0516866	0.0433018	0.9309890	0.8711717	0.8245238	0.4553987	0.9056311	0.4740488	0.1387730	0.0462879	0.0078936	0.4217200	0.1056576	0.3248834	0.2610416	0.1730443	0.1065503	0.0832653	0.0123122	0.7319384	0.6834519	0.5170938	0.3800972	0.2464221	0.2238664	0.2093775	0.0999759	0.3097053	0.0944884	0.4574345	0.2146690	0.1644833	0.3002163	0.4581920	0.3495345	0.2853419	0.1550248	0.0499922	0.0218875	0.1895994	0.1474885	0.6365705	0.3160096	0.3475950	0.1234392	0.0446055	0.0165891	0.2187904	0.1619895	0.1432687	0.6252455	0.5708449	0.0397405	0.3983813	0.2075696	0.9882547	0.0670760	0.2106844	-604.325
15426	1.0218407	1.0078955	0.9491264	0.5783212	0.0514922	0.0379949	0.9477128	0.9129069	0.7828561	0.4536857	0.9222660	0.4603899	0.1912895	0.1163791	0.0059306	0.4156126	0.1047061	0.3889300	0.1892223	0.1769502	0.1343526	0.0705718	0.0072512	0.7291852	0.7107690	0.5491573	0.4797993	0.3948051	0.2926518	0.1885433	0.0995998	0.2890145	0.0941330	0.4982475	0.2003684	0.1638646	0.3191423	0.5535684	0.4428828	0.3748348	0.1080764	0.0227027	0.0172913	0.1888862	0.1160503	0.7228554	0.6464082	0.3462875	0.1113443	0.0613853	0.0196563	0.3110287	0.1525685	0.1438096	0.6461723	0.5501415	0.0368048	0.4667199	0.2727088	0.8019180	0.0936929	0.1833588	-647.236
15432	1.0130477	0.9988394	0.9557234	0.5827040	0.0494885	0.0213981	0.9537312	0.9253116	0.7138649	0.4021758	0.8990659	0.4520853	0.2118809	0.1745083	0.0030427	0.4189495	0.0740470	0.3579537	0.2700216	0.1624151	0.1354113	0.0574194	0.0197286	0.7278442	0.7124883	0.4675816	0.4021632	0.3271209	0.1643228	0.0918981	0.0576805	0.3080954	0.1267815	0.4971139	0.2124343	0.0295025	0.2738380	0.5301397	0.4420683	0.3690426	0.0995004	0.0202980	0.0138174	0.1588838	0.1076170	0.6046293	0.3776110	0.2674033	0.0671726	0.0300108	0.0017079	0.2614315	0.1539288	0.1440746	0.5816674	0.5511551	0.0348462	0.3401958	0.2727088	0.6332405	0.0679069	0.1653165	-596.970
15438	1.0429375	1.0011094	0.9790162	0.5840919	0.0431452	0.0255156	0.9752909	0.8882306	0.6920956	0.4877473	0.9219586	0.4080802	0.2369690	0.1126395	0.0053261	0.3807628	0.0939666	0.2634550	0.2253966	0.1382111	0.1230790	0.0793412	0.0045906	0.7235057	0.7082413	0.4963030	0.4790841	0.4250178	0.3568839	0.2008459	0.0417310	0.2496777	0.1260258	0.5246827	0.3079302	0.1308041	0.2794741	0.4581787	0.4434955	0.2458008	0.2046239	0.0198085	0.0137350	0.1247063	0.1153625	0.7572729	0.5108469	0.3673178	0.0870126	0.0676709	0.0171498	0.2029117	0.1458100	0.1449385	0.5137108	0.5326392	0.0362102	0.3295844	0.2754977	0.6332405	0.0679069	0.1562890	-711.849
15444	1.0626354	1.0221670	0.9910939	0.5877896	0.0431451	0.0420324	0.9606093	0.8958476	0.7297812	0.4370235	0.8886348	0.3860367	0.1592463	0.0871872	0.0019555	0.3338029	0.1014103	0.3202487	0.1978916	0.1617323	0.1573117	0.1178877	0.0220066	0.7235040	0.6323545	0.5400922	0.3173881	0.2714757	0.2084859	0.1320957	0.0336466	0.3963752	0.1049609	0.4652012	0.3684566	0.1854508	0.0922271	0.3977803	0.3677943	0.3197792	0.1483487	0.0297972	0.0107871	0.0885040	0.0290413	0.7572710	0.6178229	0.3265505	0.1007829	0.0467664	0.0027958	0.3229630	0.1204296	0.1747178	0.4916372	0.5326405	0.0376233	0.3295844	0.2060173	0.5696602	0.1258315	0.1880637	-680.964
15450	1.0260905	1.0121034	0.9703970	0.6022681	0.0432242	0.0391296	0.9303350	0.8465675	0.6423897	0.4515550	0.8811982	0.3816131	0.1895042	0.0960068	0.0023317	0.3282820	0.0975499	0.2730223	0.2097785	0.1515261	0.1252408	0.0720388	0.0411815	0.7340320	0.7177244	0.4216921	0.4138553	0.3384557	0.1551637	0.0883725	0.0784856	0.2206274	0.0846658	0.4660541	0.3419566	0.1340876	0.2616790	0.3985096	0.3707442	0.3117223	0.2309699	0.0248389	0.0054657	0.0586995	0.0526336	0.6780557	0.6189557	0.3816692	0.1009677	0.0440261	0.0014290	0.2784901	0.1310996	0.1661510	0.5616937	0.5103448	0.0415062	0.2528278	0.2969536	0.4177451	0.1068979	0.1880637	-699.713
15456	1.0106546	1.0025891	0.9637695	0.5785184	0.0426612	0.0172855	0.9453195	0.9061836	0.7915612	0.5074747	0.9304966	0.4332989	0.1829772	0.1097074	0.0023013	0.3029508	0.0408689	0.2694666	0.1732131	0.1630288	0.1021673	0.0459764	0.0281688	0.7194231	0.6718845	0.4214516	0.4101123	0.3337634	0.2794892	0.0846388	0.0774634	0.2161880	0.0879859	0.4425234	0.1847420	0.1323413	0.1143702	0.5800637	0.4420071	0.3721663	0.2139948	0.0594913	0.0190011	0.1022382	0.0389930	0.6692250	0.3542436	0.4198991	0.0801070	0.0646545	0.0165684	0.2735383	0.1171342	0.1782422	0.5118707	0.4981830	0.0410736	0.2528278	0.2764499	0.3582773	0.0738954	0.1880637	-675.054
15462	1.0265644	1.0052935	0.9683690	0.5766879	0.0284383	0.0134093	0.9513831	0.9012176	0.7838413	0.4233363	0.8997009	0.4498467	0.2339081	0.0881673	0.0035662	0.4193462	0.0659802	0.2621475	0.1810176	0.1612416	0.1484234	0.0729407	0.0284205	0.7286610	0.7055424	0.5004983	0.4122288	0.3047400	0.2000758	0.0164754	0.0091284	0.3581684	0.1287275	0.4958883	0.3320220	0.0562189	0.1441971	0.5338164	0.5081201	0.4388720	0.2265867	0.0392464	0.0191709	0.1389038	0.0588519	0.6752057	0.4958583	0.3133987	0.1032015	0.0652323	0.0116443	0.2912525	0.1306118	0.1766634	0.5156226	0.4937703	0.0382478	0.2942475	0.2764499	0.2488898	0.0958319	0.1292747	-715.768
15468	1.0242790	0.9893089	0.9871447	0.5839906	0.0486433	0.0395010	0.9645773	0.9373557	0.8935749	0.4271931	0.8777098	0.4633805	0.2360391	0.1383232	0.0045641	0.3980167	0.1007989	0.3134863	0.1582305	0.1375678	0.1020585	0.0745287	0.0145365	0.7352995	0.6834068	0.4732790	0.4112134	0.3457039	0.1830370	0.0517435	0.0266283	0.3342119	0.2258357	0.5004061	0.2473655	0.1142479	0.0846881	0.4922958	0.3802834	0.3107610	0.1131507	0.0555808	0.0284609	0.1172216	0.0769230	0.6457134	0.5677033	0.3133965	0.1709838	0.0952511	0.0079026	0.2637446	0.1458278	0.1690987	0.5726359	0.5181209	0.0379025	0.2599890	0.2764499	0.3549565	0.0648611	0.1251503	-647.499
15474	1.0437572	0.9838289	0.9515004	0.5793868	0.0438326	0.0391846	0.9281167	0.8445478	0.7058395	0.4365138	0.9139102	0.4842325	0.3091548	0.1360612	0.0185761	0.3841115	0.0692882	0.3130453	0.2288765	0.1686161	0.1268154	0.0721323	0.0270913	0.7232750	0.6896356	0.4368540	0.4008706	0.3077161	0.2115528	0.2023880	0.0516030	0.3073467	0.0816127	0.4822175	0.2113041	0.1123796	0.0768125	0.4680528	0.4071878	0.2912453	0.1684112	0.0309471	0.0054669	0.1269568	0.0300292	0.6266107	0.3154135	0.2830177	0.1152078	0.0936935	0.0077932	0.2403038	0.1470044	0.2035807	0.5821560	0.5267348	0.0401737	0.1788259	0.2797411	0.3036331	0.0646978	0.1087855	-638.318
15480	0.9997063	0.9842695	0.9678416	0.5796075	0.0441524	0.0394705	0.9319430	0.9188191	0.8369451	0.3530345	0.9017046	0.4356144	0.2187392	0.1235687	0.0072322	0.3563906	0.1038001	0.3505533	0.1852097	0.1691372	0.1281073	0.0998093	0.0272889	0.7399622	0.7166403	0.5175135	0.4340833	0.2825742	0.1833644	0.0720526	0.0256671	0.3869808	0.1634023	0.4498799	0.2118909	0.0661546	0.0773728	0.5081764	0.4101578	0.3323490	0.0999222	0.0313130	0.0132244	0.1363829	0.0800527	0.6702595	0.3177141	0.4018339	0.1671222	0.0943769	0.0021987	0.3430829	0.1459399	0.1907472	0.5456508	0.5215981	0.0379571	0.1787742	0.4096171	0.2849289	0.0972961	0.1963802	-604.416
15486	1.0252782	0.9618364	0.9430117	0.5870012	0.0333004	0.0265979	0.9347692	0.9072846	0.7690831	0.3707438	0.8840506	0.4780537	0.2880958	0.1795155	0.0130896	0.3372066	0.0430419	0.2499157	0.1759738	0.1427155	0.1349845	0.0669045	0.0105094	0.7545733	0.6703172	0.5476807	0.4497644	0.4434534	0.1920693	0.0649221	0.0508774	0.1739746	0.0515958	0.5001761	0.2770085	0.1724943	0.0627686	0.3955410	0.3507343	0.2147678	0.1325780	0.0162571	0.0087463	0.0972253	0.0450971	0.6757514	0.5931184	0.3508036	0.1222454	0.0903827	0.0118792	0.2436028	0.1339610	0.1962003	0.5239797	0.5153519	0.0435370	0.1787742	0.4098793	0.2734383	0.1535366	0.1649981	-722.221
15492	1.0102519	1.0001471	0.9431770	0.5803160	0.0579176	0.0340731	0.9252865	0.8426876	0.6001840	0.4155779	0.8979009	0.3846559	0.2859727	0.1640827	0.0128783	0.2925644	0.0587160	0.2450645	0.1812796	0.1503628	0.1079443	0.0657550	0.0424212	0.7334200	0.7246536	0.5024348	0.4728809	0.3768060	0.2184613	0.0834224	0.0524282	0.2886417	0.0507626	0.4920992	0.3184439	0.0492021	0.1048173	0.4752883	0.4263472	0.1759296	0.1124636	0.0417195	0.0063402	0.0991230	0.0443689	0.7088385	0.5922748	0.3082158	0.0994593	0.0889232	0.0004887	0.2551359	0.1241649	0.2376038	0.5306949	0.5715654	0.0460143	0.1776331	0.5936235	0.3504179	0.1689571	0.1776980	-690.010
15498	0.9961125	0.9842389	0.9101328	0.5803258	0.0404821	0.0334813	0.8822783	0.7982310	0.6138780	0.4815222	0.8758376	0.3779746	0.1816932	0.1080115	0.0055736	0.2924957	0.0594085	0.2218224	0.1385987	0.0982761	0.0940938	0.0720162	0.0086723	0.7206810	0.6705626	0.5881927	0.4973005	0.3711265	0.1910030	0.1045095	0.0465309	0.2217166	0.0498809	0.4835517	0.3098320	0.1626705	0.1497354	0.3390336	0.3075940	0.1861198	0.1105102	0.0262751	0.0095002	0.0794097	0.0658894	0.6762823	0.5819873	0.3276310	0.1439250	0.0873786	0.0042617	0.3095795	0.1263597	0.2528503	0.6074777	0.6283798	0.0532860	0.2280439	0.7314968	0.4770294	0.1689571	0.1444042	-611.338
15504	0.9464182	0.9235820	0.9040399	0.5795830	0.0408492	0.0352694	0.8606914	0.7752907	0.6194455	0.4143202	0.8141206	0.4198945	0.2332261	0.1333967	0.0029095	0.3589397	0.0601484	0.2825828	0.1206513	0.1080706	0.0777022	0.0494397	0.0539588	0.7272171	0.7024085	0.6094092	0.4169942	0.3984311	0.3572237	0.1293702	0.1005071	0.4865685	0.1436606	0.5055760	0.3126419	0.1183134	0.1213195	0.3637547	0.2695252	0.2489276	0.2061697	0.0426482	0.0056201	0.1380485	0.1050813	0.6894319	0.5872656	0.4124752	0.1804064	0.0284348	0.0009967	0.3290189	0.1252240	0.2809908	0.5689322	0.5825186	0.0519304	0.2447863	0.9931041	0.4393960	0.1231275	0.1466303	-671.546
